ifsc,bank_id,branch,address,city,district,state,bank_name
ALLA0210327,11,MATIHANI,"VILL AND PO-MATIHANI, DIST-BEGUSARAI(BIHAR)",MATIHANI,BEGUSARAI,BIHAR,ALLAHABAD BANK
ALLA0210328,11,BIKANER & RBB,"K.E.M. ROAD BIKANER - 334 001. DIST:BIKANER, DIST:BIKANER, BIKANER RAJASTHAN 334001",BIKANER,BIKANER,RAJASTHAN,ALLAHABAD BANK
ALLA0210329,11,BHUBANESWAR(MAIN),"255 ,BAPUJI NAGAR ,BHUBANESWAR-751009",BHUBANESWAR,KHURDA,ODISHA,ALLAHABAD BANK
ALLA0210330,11,NIT FARIDABAD,"5 R-4, GOVIND BHAWAN, N.I.T. FARIDABAD",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210331,11,KOLKATA ENTALLY,KOLKATA WEST BENGAL 700001,KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210332,11,KHARELA,VILL. & PO.KHARELA 210425,KHARELA,MAHOBA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210333,11,RAMGARH,"VILL & PO-SHIVDWAR, BLOCK-GHORAWAL;DIST-SONBHADRA,U.P.",RAMGARH,SONBHADRA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210334,11,MARIHAN,"VILL & PO-PURNA, DIST-SONBHADRA;DIST-SONBHADRA,U.P.",MARIHAN,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210335,11,MANJHI,"ALLAHABAD BANK,VILL:-MANJHI, DISTT.:-SARAN, BIHAR,PIN CODE:-841313",SARAN,SARAN,BIHAR,ALLAHABAD BANK
ALLA0210336,11,GOLA GOKARAN NATH,"GOLA GOKARAN NATH, DISTT: LAKHIMPUR KHERI,UTTAR PRADESH,PIN:262802",GOLA GOKARAN NATH,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210337,11,DURGAWATI,"SRI SALLAN SINGH BUILDING, VILL. & P.O. DURGAWATI BHABHUA, DIST KAIMUR-821105",DURGAWATI,KAIMUR,BIHAR,ALLAHABAD BANK
ALLA0210338,11,SAHEBPUR KAMAL,"VILL-KURHA,PO-SAHEBPUR KAMAL,DIST- BEGUSARAI,BIHAR 851217",SAHEBPUR KAMAL,BEGUSARAI,BIHAR,ALLAHABAD BANK
ALLA0210339,11,KARAKAT,VIL + PO KARAKAT DIST ROHTAS,KARAKAT,ROHTAS,BIHAR,ALLAHABAD BANK
ALLA0210340,11,OEL,"VILL AND P.O.-OEL, DISTT- LAKHIMPUR KHERI,PIN-262725",OEL,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210341,11,BEHJAM,"VILL AND P.O.-BEHJAM, DISTT- LAKHIMPUR KHERI , (U.P.) PIN-261501",BEHJAM,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210342,11,RAMKOT,"VILL. & P.O. RAMKOT DIST. SITAPUR - 261 001,UTTAR PRADESH, UTTAR PRADESH",RAMKOT,SITAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210343,11,KOLKATA CHOWRINGHEE,"CHOWRINGHEE BRANCH,55A, J.L.NEHRU ROAD,OPPOSITE NEHRU MUSEUMKOLKATA 700020",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210344,11,GILAULA,"VILLAGE & PO- GILAULA, DISTRICT- SRAWASTI, 271835 UTTAR PRADESH",GILAULA,SHRAVASTI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210345,11,CHURK,CHURK CEMENT FACTORY DIST. SONBHADRA - 231 206  CHURK UTTAR PRADESH,CHURK,SUNBHADRA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210346,11,SOUTHERN AVENUE,"P-530, RAJA B. ROY ROAD KOLKATA - 700 029WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210347,11,BIRSINGHPUR,"ALLAHABAD BANK, VILL&PO BIRSINGHPUR DISTT SATNA",BIRSINGPUR,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210348,11,WYNDHAMGANJ,"VILL & PO-KOLANA,DIST-MIRZAPUR,U.P.",KOLANA,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210349,11,EMILIA SULTANPUR,"VILL. & P.O. EMILIA SULTANPUR CAMP,P.O. A-3576,DIST. SITAPUR - 261001, U.P. UTTAR PRADESH",EMILIYA SULTANPUR,SITAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210350,11,RAJMAHAL ROAD  BARODA,"SHSNTIBHAWAN, GIRIDHAR CHAMBER, IST FLOOR,OPPO. HATHIPOLE, RAJMAHAL ROAD,BARODA",VADODARA,VADODARA,GUJARAT,ALLAHABAD BANK
ALLA0210351,11,ALLAHABAD KALYANI DEVI,"187A, ATTARSUIYA GOL PARK,ALLAHABAD DIST.ALLAHABAD UTTAR PRADESH  211003",ALLAHABAD,ALLAHABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210352,11,JAMSHEDPUR MAIN,"RAM MANDIR AREA, BISTUPUR, JAMSHEDPUR, PIN-831001",RANCHI,RANCHI,JHARKHAND,ALLAHABAD BANK
ALLA0210354,11,SAKUNTALA PARK,"BEHALA, KOLKATA",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210355,11,KUMHARI,"KUMHARI , VILL & P.O. KUMHARI , DIST ┬û DURG (CHHATISGARH) , PIN - 490042",KUMHARI,DURG,CHANDIGARH,ALLAHABAD BANK
ALLA0210356,11,REWA CIVIL LINES,"ANGOORI BUILDING,CIVIL LINES",REWA,REWA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210357,11,DHANEYPUR,VILL.& PO DHANEYPUR DIST. GONDA UTTAR PRADESH,DHANEYPUR,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210358,11,MALHIPUR,"VILLAGE- MALHIPUR, PO- PATNA MALHIPUR, DISTRICT- SRAWASTI, 271834 (U.P.)",MALHIPUR,SHRAVASTI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210359,11,PURANA BHOJPUR,"VILL. & P.O. PURANA BHOJPUR, DIST - BUXAR -802133",BUXAR,BUXAR,BIHAR,ALLAHABAD BANK
ALLA0210414,11,TATISILWAI,"VILL & P.O-TATISILWAI, BLOCK-NAMKUM DIST-RANCHIJHARKHAND 835103",TATISILWAI,RANCHI,JHARKHAND,ALLAHABAD BANK
ALLA0210360,11,KANCHRAPARA,"135, KABIGURU RABINDRA PATH P.O. KANCHRAPARA DIST. NORTH 24-PARGANAS-743145 WEST BENGAL",KANCHRAPARA,NORTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210361,11,BIRATI,"505, MADHUSUDAN BANJERJEE ROAD P.O. BIRATI - 700 051 DIST. NORTH 24-PARGANAS WEST BENGAL 700051",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210362,11,HRIDAYPUR,"JESSORE ROAD, HRIDAYPUR P.O. BARASAT DIST. NORTH 24-PARGANAS- WEST BENGAL  700124",BARASAT,NORTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210363,11,LAJPAT NAGAR,"A-13,MOOLCHAND SHOPPING COMPLEX, RING ROAD, OPP MULCHAND HOSPITAL DEFENCE COLONY, LAJPATNAGAR, NEW DELHI - 85",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210364,11,KOTA,"27 JHAWAR ROAD, KOTA RAJESHTHAN-324007",KOTA,KOTA,RAJASTHAN,ALLAHABAD BANK
ALLA0210365,11,LUDHIANA CHAURA BAZAR,"BEAT NO.37, CHAURA BAZAR LUDHIANA - 141 008 PUNJAB LUDHIANA PUNJAB 141008",LUDHIANA,LUDHIANA,PUNJAB,ALLAHABAD BANK
ALLA0210366,11,VIDISHA,HOSPITAL ROAD DIST. VIDISHA MADHYA PRADESH 464001,VIDISHA,VIDISHA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210367,11,RAJPUR,"RAJPUR P.O. HITWA RAJPUR, DIST-BUXAR -802122",RAJPUR,BUXAR,BIHAR,ALLAHABAD BANK
ALLA0210368,11,LOHSIMBLY,"AMBALA-GHANOUR ROAD, LOHSIMBLY, TEHSIL RAJPURA, DISTRICT PATIALA (PUNJAB) 140401",PATIALA,PATIALA,PUNJAB,ALLAHABAD BANK
ALLA0210369,11,SECTOR-8C   MADHYA MARG CHANDIGARH,"SCO 90-91-92 SECTOR-8C, MADHYA MARG  CHANDIGARH, U.T., PIN-160017",AMBALA,AMBALA,HARYANA,ALLAHABAD BANK
ALLA0210370,11,PANIPAT,"NEAR S. D. COLLEGE, G. T. ROAD PANIPAT PANIPAT PANIPAT HARYANA 132103",PANIPAT,PANIPAT,HARYANA,ALLAHABAD BANK
ALLA0210371,11,PEDDAR ROAD MUMBAI,"47, PEDDAR ROAD, MUMBAI-26",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210372,11,ROHAD,"VPO ROHAD, TEHS. BAHADURGARH, DIST. JHAJJAR, HARYANA 124502",ROHAND,JHAJJAR,HARYANA,ALLAHABAD BANK
ALLA0210373,11,SHILLONG,"SLONG HOUSE (IST FLOOR) G.S. ROAD,BARABAZAR, DIST-EAST KHASI HILL MEGHALAYA  793002",SHILLONG,EAST KHASI HILL,MEGHALAYA,ALLAHABAD BANK
ALLA0210374,11,MADURAI MAIN,"43A, SOUTH MASI STREET, MADURAI  625 001",MADURAI,MADURAI,TAMIL NADU,ALLAHABAD BANK
ALLA0210375,11,ITARSI,"OPP. MARATHI SCHOOL, 8TH LINE, ITARSI,DIST. - HOSHANGABAD,MADHYA PRADESH 461111",ITARSI,HOSHANGABAD,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210376,11,KATNI,"KAMANIYA GATE, TRIPLEX MARKET, KATNI, MADHYA PRADESH 483501",KATNI(MURWARA),KATNI,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210377,11,GANDHINAGAR GUJRAT,"195-196, C.H.H. ROAD, SECTOR 21, GANDHINAGAR GUJARAT - 382 021",GANDHINAGAR,GANDHINAGAR,GUJARAT,ALLAHABAD BANK
ALLA0210378,11,BEGUSARAI,"KACHHARI ROAD,BEGUSARAI PIN-851101",BEGUSARAI,BEGUSARAI,BIHAR,ALLAHABAD BANK
ALLA0210379,11,ARRAH,"MAHAVIR TOLA ,SATYA NARAINBHAWAN,ARRAH, DIST.BHOJPUR, PIN -802301 BIHAR",ARRAH,BHOJPUR,BIHAR,ALLAHABAD BANK
ALLA0210380,11,ARAUL,"PO AND VILL. - ARAUL, BLOCK BILHAUR, DISTT.-RAMABAI NAGAR (U.P.)",ARAUL,KANPUR DEHAT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210381,11,SAHARANPUR,"1188/2, LIBERTY HOTEL PREMISES, DEHRADUN RD, SAHARANPUR -247001",SAHARANPUR,SAHARANPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210382,11,KHARGUPUR (U P),VILL & P.O.KHARAGUPUR DIST. GONDA - 271 204 UTTAR PRADESH,KHARGUPUR,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210383,11,CHAPRA,HATHWA MARKET CHAPRA DIST. SARAN BIHAR 841301,CHAPRA,SARAN,BIHAR,ALLAHABAD BANK
ALLA0210384,11,COIIMBATORE,"98, MECRICAR ROAD, R.S.PURAM, COIMBATORE - 641002",COIMBATORE,COIMBOTORE,TAMIL NADU,ALLAHABAD BANK
ALLA0210385,11,PACHPERWA,"PACHPERWA NAYI BAZAR, P.O. PACHPERWA NAYI BAZAR, GONDA UTTAR PRADESH",GONDA,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210386,11,RASH BEHARI AVENUE,"170A, RASH BEHARI AVENUE KOLKATA - 700 029 WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210387,11,SITAMARHI,"VISHNU MARKET, SITAMARHI PIN-843301",SITAMARHI,SITAMARHI,BIHAR,ALLAHABAD BANK
ALLA0210388,11,ROURKELA,"DAILY MARKET MAIN ROAD,ROURKELA DIST -SUNDERGARH  ROURKELA ORISSA 769001",RAURKELA,SUNDERGARH,ODISHA,ALLAHABAD BANK
ALLA0210389,11,SURI,DESHBANDHU CHITTARANJAN DAS ROAD P.O. SURI  DIST. BIRBHUM - 731 101 WEST BENGAL,SURI,BIRBHUM,WEST BENGAL,ALLAHABAD BANK
ALLA0210390,11,MIDNAPORE,"BIDHAN NAGAR (NEAR MAHUA CINEMA), MIDNAPORE, WEST BENGAL, 721101",MIDNAPORE,EAST MEDINIPUR,WEST BENGAL,ALLAHABAD BANK
ALLA0210391,11,VIJAYWADA,"27-12-75, ALIBAIG STREET ,GOVERNERPET,VIJAYAWADA,DIST-KRISHNA,ANDHRA PRADESH",VIJAYAWADA,KRISHNA,ANDHRA PRADESH,ALLAHABAD BANK
ALLA0210392,11,BODELLA,"WZ-12 VILL. BODELLA, VIKASHPURI, NEW DELHI",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210393,11,BINDAPUR,"PLOT NO. 201, BINDAPUR, P.O. UTTAM NAGAR",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210394,11,TIMARPUR,"1-A, BANARASI DASS ESTATE,, TIMARPUR, NEW DELHI",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210395,11,TILAKNAGAR,"16/27 TILAK NAGAR, MAIN MARKET, TILAKNAGAR",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210396,11,DHANSA,"VILL. & P.O. DHANSA, NEW DELHI 110073",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210397,11,NEWADA,"267,  VILL NEWADA, PO UTTAM NAGAR",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210398,11,BARAGAON,"VILL. & P.O. BARAGAON DIST. SITAPUR,UTTAR PRADESH",BARAGAON,SITAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210399,11,PARASPUR,P.O.PARASPUR DIST. GONDA UTTAR PRADESH,PARASPUR,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210400,11,SINGUR,SINGUR DIST. HOOGHLY - 712 409  SINGUR WEST BENGAL,SINGUR,HOOGHLY,WEST BENGAL,ALLAHABAD BANK
ALLA0210401,11,BERHAMPORE,135 NETAJI ROAD PO KHAAGRA DIST.  MURSHIDABAD WEST BENGAL 742103,BAHARAMPUR,MURSHIDABAD,WEST BENGAL,ALLAHABAD BANK
ALLA0210402,11,KHURHAND,VILL. & PO.KHURAND 210427,KHURHAND,BANDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210403,11,JAUNPUR,P.O.JAHANGIRABAD-222002 DIST.GHAZIPUR,JAUNPUR,JAUNPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210404,11,AZAMGARH,"NEW COLONY,CIVIL LINES P.O. AZAMGARH",AZAMGARH,AZAMGARH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210405,11,BALLIA,"SAHATWAR KOTHI, DHARAMSHALA ROAD,  BALLIA",NON-MICR BRANCH,BALIA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210406,11,BOW BAZAR STREET,"2, COLLEGE STREET, KOLKATA - 700 002",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210407,11,GEORGE TOWN CHENNAI,"49, ARMENIAN STREET,OREINTAL BUILDING,GEORGE TOWN,PIN - 600 001",CHENNAI,CHENNAI,TAMIL NADU,ALLAHABAD BANK
ALLA0210408,11,DURGAPUR,"RUMA SWEETS BUILDING, BENACHITY,DURGAPUR, DISTT- BURDWAN ( W B )",DURGAPUR,BARDHAMAN,WEST BENGAL,ALLAHABAD BANK
ALLA0210409,11,KHALILABAD,"236, GOLA BAZAR KHALILABAD DIST. SANT KABIR NAGAR UTTAR PRADESH 272175",KHALILABAD,SANT KABIR NAGAR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210410,11,BANKURA,"18,S.P MUKHERJEE ROAD,P.O DIST -: BANKURA ,WEST BENGAL",BANKURA,BANKURA,WEST BENGAL,ALLAHABAD BANK
ALLA0210411,11,DARYAGANJ  NEW DELHI,"4222/1, ANSARI ROAD, NEW DELHI-110002",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210412,11,DELHI GATE GZB,"228, HAPUR ROAD, DELHI GATE POST BOX 108",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210413,11,PAHARGANJ,"1855,WAZIR SINGH GALI, CHUNA MANDI, PAHARGANJ",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210415,11,VISAKHAPATNAM,"30-15-171 SARASWATI JUNCTION,  DABA GARDENS,VISAKHAPATNAM ANDHRA PRADESH",VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH,ALLAHABAD BANK
ALLA0210416,11,BHOPAL KOTWALI ROAD,"MOHALLA- GULIA DAI , KOTWALI ROAD DIST.-BHOPAL  MADHYA PRADESH 462001",BHOPAL,BHOPAL,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210417,11,MASKANWA,"VILL. & P.O. MASKANWA DIST. GONDA, UTTAR PRADESH",MASKANAWA,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210418,11,RANDHAWA MASANDA,"VPO RANDHAWA MASANDA, DISTRICT JALANDHAR (PUNJAB), PIN 144004",RANDHAWA MASANDAN,JALANDHAR,PUNJAB,ALLAHABAD BANK
ALLA0210419,11,SERAMPORE,"20A, K. M. SHAH STREET SERAMPORE DIST. HOOGHLY - 712 201 WEST BENGAL",SERAMPORE,HOOGHLY,WEST BENGAL,ALLAHABAD BANK
ALLA0210420,11,MOGA,"COURT ROAD MOGA, PUNJAB-142001",MOGA,MOGA,PUNJAB,ALLAHABAD BANK
ALLA0210421,11,RAJAUN,"VILL AND PO-RAJAUN, DIST-BANKA(BIHAR)",RAJAUN,BANKA,BIHAR,ALLAHABAD BANK
ALLA0210422,11,KOLKATA PARK CIRCUS,"4, SYED AMIR ALI AVENUE, PARK CIRCUS, KOLKATA-700017",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ANDB0000995,15,BIRMAL,"AT/PO BIRMAL, VIA BARPALI, DIST BARGARH",BIRMAL,BARGARH,ODISHA,ANDHRA BANK
ALLA0210423,11,DUM DUM (NAGER BAZAR),"499, JESSORE ROAD (NAGER BAZAR) DUM DUM -700 074KOLKATA WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210424,11,RISIA,"VILLAGE & PO- RISIA, DISTRICT- BAHRAICH, 271875 UTTAR PRADESH",RISIA,BAHRAICH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210425,11,SAWAI MADHOPUR,"INDRA COLONY,BAJARIA,DIST - SAWAI MADHOPUR, RAJASTHAN",SAWAI MADHOPUR,SAWAI MADHOPUR,RAJASTHAN,ALLAHABAD BANK
ALLA0210426,11,DALIGANJ,OPP.RAMADHIN INTER COLLEGE P.O. NIRALANAGAR DALIGANJ,LUCKNOW,LUCKNOW,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210427,11,MOHANPUR,"P.O-MOHANPUR,DIST-DEOGHAR",MOHANPORE,DEOGHAR,JHARKHAND,ALLAHABAD BANK
ALLA0210428,11,HAZARIBAGH,"3 GURU GOBINDA SINGH ROAD,HAZARIBAGH,DISTRICT-HAZARIBAGH,PIN-825301",RANCHI,RANCHI,JHARKHAND,ALLAHABAD BANK
ALLA0210429,11,PATHANA,P.O.PATHANA DIST:SAHIBGANJ,PATHANA,SAHEBGANJ,JHARKHAND,ALLAHABAD BANK
ALLA0210430,11,ALWAR,"32, VIJAY MANDIR ROAD, SCHEME NO.2, ALWAR,LAJPAT NAGAR,DIST-ALWAR-301001",ALWAR,ALWAR,RAJASTHAN,ALLAHABAD BANK
ALLA0210431,11,LUCKNOW SULTANPUR,"CIVIL LINES, BUS STATION SULTANPUR",SULTANPUR,SULTANPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210433,11,SULTANWIND,"GOVIND NAGAR,SULTANWIND,AMRITSAR,DIST AMRITSAR 143001 PUNJAB",SULTANWIND,AMRITSAR,PUNJAB,ALLAHABAD BANK
ALLA0210434,11,NAWANSHAHR (DAOBA),RAILWAY ROAD NAWANSHAHR (DAOBA) POST BOX 14 DIST. NAEANSHAHR PUNJAB  144514,NAWANSHAHAR,NAVANSAHAR,PUNJAB,ALLAHABAD BANK
ALLA0210435,11,GODDA,MAIN ROAD VILL. & P.O. GODDA DIST. GODDAJHARKHAND,GODDA,GODDA,JHARKHAND,ALLAHABAD BANK
ALLA0210436,11,DARBHANGA,"RAJKUMAR GANJ, DARBHANGA PIN 846004",DARBHANGA,DARBHANGA,BIHAR,ALLAHABAD BANK
ALLA0210437,11,BALURGHAT,"LENIN SARANI, DUNLOP MORE,P.O. BALURGHAT DIST.D. DINAJPUR,WEST BENGAL",BALURGHAT,DAKSHIN DINAJPUR,WEST BENGAL,ALLAHABAD BANK
ALLA0210438,11,BARASAT,"39, K.B. BASU ROAD, BARASAT - 700124 DIST. NORTH 24-PARGANAS WEST BENGAL",BARASAT,NORTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210439,11,KUNDAM,"VILL & PO-MARIHAN,DIST-MIRZAPUR,U.P.",MARIHAN,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210440,11,CHINSURAH MAIN,HOSPITAL ROAD CHINSURAH DIST. HOOGHLY WEST BENGAL,HUGLI-CHINSURAH,HOOGHLY,WEST BENGAL,ALLAHABAD BANK
ALLA0210441,11,PHAGWARA,"G.T. ROAD, PHAGWARA - 144401",PHAGWARA,KAPURTHALA,PUNJAB,ALLAHABAD BANK
ALLA0210442,11,MILKIPUR,VILL. & P.O. MILKIPUR FAIZABAD - 224 164,MILKIPUR,AZAMGARH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210443,11,AMRITSAR PATEL CHOWK,"PATEL CHOWK, HAVELI ZAMADAR CHAURASTA ATARI PATEL CHOWK, AMRITSAR PUNJAB 143006",AMRITSAR,AMRITSAR,PUNJAB,ALLAHABAD BANK
ALLA0210444,11,TIKAMGARH,"KILEKA MAIDAN,TIKAMGARH",TIKAMGARH,TIKAMGARH,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210445,11,BHADOHI,"STATION ROAD, BHADOHI DIST.SANT RAVIDAS NAGAR",BHADOHI,SANT RAVIDAS NAGAR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210446,11,MAINPURI,STATION ROAD MAINPURI MAINPURI KANPUR UTTAR PRADESH 205001,MAINPURI,MAINPURI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210447,11,DAMOH,"SIKHAR COMPLEX CINEMA ROAD, CIVIL WARD NO. 2, P.O. & DIST. DAMOH - 470 661, MADHYA PRADESH",DAMOH,DAMOH,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210448,11,ROBERTSGANJ,MAIN ROAD ROBERTSGANJ DIST. SONBHADRA - 231 216 UTTAR PRADESH,ROBERTSGANJ,SUNBHADRA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210449,11,JABALPUR LALMATI,"VILL & PO-JAMALPUR,DIST-MIRZAPUR,U.P.",JAMALPUR,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210450,11,TRIVANDRUM,"T.C. 38/687 GAYATHRI BUILDING, THIRUVANTHAPURAM  - 695 023 KERALA",THIRUVANANTHAPURAM,TRIVANDRUM,KERALA,ALLAHABAD BANK
ALLA0210451,11,KATHIHAR,MAHATMA GANDHI ROAD KATIHAR - 854 105 BIHAR,KATIHAR,KATIHAR,BIHAR,ALLAHABAD BANK
ALLA0210452,11,BHILAI NEW KHURSIPUR,"SHRI GURU SINGH SABHA GURUDWARA NEW KHURSIPUR,BHILAI DIST - DURG DURG CHATTISGARH 490002",BHILAINAGAR,DURG,CHANDIGARH,ALLAHABAD BANK
ALLA0210453,11,BALASORE,"P.O. MOTIGANJ, SAHEED PARK, DISTRICT BALASORE, ORISSA-756001",BALASORE,BALASORE,ODISHA,ALLAHABAD BANK
ALLA0210454,11,TAPPAL,"VILL & P.O. PATLAUNI, (VIA DAUJI) DISTT.-MATHURA UTTAR PRADESH  281301",MATHURA,MATHURA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210455,11,BASTI,"SURTI HATTA, STATION ROAD,  BASTI",BASTI,BASTI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210456,11,AGRA JOHRI BAZAR,"JOHRI BAZAR,AGRA, UTTAR PRADESH",KANPUR,KANPUR NAGAR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210457,11,ETAH,"PO-124,154 G.T.RD, DIST. ETAH - 207 001 UTTAR PRADESH",ETAH,ETAH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210458,11,SADULLANAGAR,"VILL. & P.O. SADULLANAGAR GONDA, UTTAR PRADESH",GONDA,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210459,11,KAKINADA,"20-1/2A, MUMIDI SHOPING COMPLX (1ST FLOOR), MAIN ROAD, KAKINADA  EAST GODAVARI DISTRICT  ANDHRA PRADESH 533001",KAKINADA,EAST GODAVARI,ANDHRA PRADESH,ALLAHABAD BANK
ALLA0210460,11,KARIMGANJ,"OLD STATION ROAD, P.O. & DIST. KARIMGANJ, ASSAM. PIN-788711",KARIMGANJ,KARIMGANJ,ASSAM,ALLAHABAD BANK
ALLA0210461,11,SILCHAR,"KUSUM MANSION, HOSPITAL ROAD, SILCHAR (ASSAM), PIN-788001",SILCHAR,CACHAR,ASSAM,ALLAHABAD BANK
ALLA0210462,11,TEZPUR,"NORTH TRUNK ROAD, P.O. TEZPUR, DIST. SONITPUR  TEJPUR ASSAM 784001",TEZPUR,SONITPUR,ASSAM,ALLAHABAD BANK
ALLA0210463,11,TINSUKIA,"THANA ROAD, DIST-TINSUKIA, PIN-786125, ASSAM",TINSUKIA,TINSUKIA,ASSAM,ALLAHABAD BANK
ALLA0210464,11,DHUBRI,"C/O HARISABHA, P.O. & DIST. DHUBRI, ASSAM. PIN-783301",DHUBRI,DHUBRI,ASSAM,ALLAHABAD BANK
ALLA0210465,11,NAGAON,"A T ROAD, HAIBORGAON",NAGAON,NAGAON,ASSAM,ALLAHABAD BANK
ALLA0210466,11,JORHAT,"GARALI , JORHAT-785001",JORHAT,JORHAT,ASSAM,ALLAHABAD BANK
ALLA0210467,11,GAYA,"57, K. P. ROAD CHOWK GAYA , DIST.-GAYA,BIHAR 823001",GAYA,GAYA,BIHAR,ALLAHABAD BANK
ALLA0210468,11,PATNA P.P COLONY,"SURYA COMPLEX, BORING PATLIPUTRA ROAD PATNA  800013",PATNA,PATNA,BIHAR,ALLAHABAD BANK
ALLA0210469,11,SAMASTIPUR,"MARWARI BAZAR,BASANT MARKET,",SAMASTIPUR,SAMASTIPUR,BIHAR,ALLAHABAD BANK
ALLA0210470,11,NARANPURA,"3A, HARISH CHANDRA PARK CO. OP HSG SO., NEAR VIJAYNAGAR BUS STAND, NARANPURA AHMEDABAD",AHMEDABAD,AHMEDABAD,GUJARAT,ALLAHABAD BANK
ALLA0210471,11,NARODA,"NARODA BAZAR,NARODA, AHMEDABAD┬á-382330",AHMEDABAD,AHMEDABAD,GUJARAT,ALLAHABAD BANK
